Year,Mon,day,Origin-Time - hr - (UTC),Origin-Time - min - (UTC),Origin-Time - sec - (UTC),Latitude - °N,Longitude - °E,Depth - (Km),Magnitude - (Richter scale)
2015,6,23,17,38,37.7,37.07,72.26,100,4.5
2015,6,23,20,33,26.2,30.45,77.92,10,4
2015,6,24,22,29,13,24.74,94.94,106,3.7
2015,6,25,15,22,21.6,28.47,85.35,10,3.3
2015,6,26,17,41,50,36.68,68.41,28,4.5
2015,6,27,6,4,29.7,29.84,80.21,10,3.5
2015,6,27,18,37,15.1,35.4,70,33,4.3
2015,6,27,18,44,30.6,34.8,69.39,175,4.2
2015,6,28,1,5,25.6,26.4,90.25,5,5.6
2015,6,28,12,53,14.8,32.2,69.35,10,4.4
2015,6,28,23,57,13.1,27.5,86.21,10,4.4
2015,6,29,17,27,5.9,26.54,94.98,10,3.7
2015,6,29,17,42,44.2,27.71,85.61,10,3.7
2015,6,29,21,46,25.6,27.4,85.72,10,4.5
2015,6,29,22,7,46.5,36.47,71.14,166,5.9
2015,6,30,13,15,54.9,26.06,90.78,15,3.8
2015,7,1,2,42,36.7,27.47,91.26,6,4
2015,7,2,1,56,12.8,27.85,85.63,10,4.2
2015,7,2,7,18,19.6,34.77,73.34,10,5.4
2015,7,2,15,9,5.9,25.84,89.86,15,3
2015,7,3,0,37,45.4,13.2,93.24,46,4.3
2015,7,3,1,7,47.9,37.5,78.07,33,5.9
2015,7,3,1,31,36,36.99,78.16,38,4.4
2015,7,3,1,44,46.2,37.31,78.33,10,4.9
2015,7,3,2,20,38.7,12.06,94.67,10,4.6
2015,7,3,2,37,27.1,37.62,78.01,10,3.9
2015,7,3,3,11,15.6,37.37,78.79,10,4.3
2015,7,3,3,16,39,11.95,94.89,10,5.6
2015,7,3,15,18,2.2,36.57,70.93,120,4.1
2015,7,3,17,1,28,23.78,94.01,39,3.3
2015,7,3,20,4,10.1,27.67,84.99,18,4.3
2015,7,4,18,41,33,13.25,93.17,33,3.6
2015,7,4,23,8,22.6,24.7,95.24,90,4.2
2015,7,5,15,12,12.8,37.43,78.37,10,3.7
2015,7,6,15,29,10.6,28.49,85.87,10,3.4
2015,7,7,9,31,43.9,29.47,81.63,7,3.8
2015,7,9,3,29,58.4,34.87,73.99,15,4.1
2015,7,10,1,53,14.3,27.41,94.06,10,4
2015,7,10,12,53,21.7,26.75,90.5,10,4.4
2015,7,10,21,13,3,27.61,86.14,10,4
2015,7,10,22,27,37,25.18,90.77,15,4.1
2015,7,11,5,19,34.7,36.76,70.54,150,4
2015,7,12,8,58,56.2,17.21,73.75,6,5.1
2015,7,12,16,45,49.7,37.28,71.5,150,4.3
2015,7,12,21,36,45.7,36.97,70.85,156,4.3
2015,7,13,11,3,2,26.63,96.57,139,4.3
2015,7,14,12,29,22.5,37.29,77.24,33,4
2015,7,14,14,35,47.5,35.82,70.66,77,5.2
2015,7,14,22,12,1.6,36.66,70.55,200,4
2015,7,15,21,35,48.2,36.74,70.06,200,4.3
2015,7,17,19,36,48.5,37.12,68.53,33,4.1
2015,7,17,19,51,6.5,37.86,68.49,15,3.9
2015,7,18,5,41,17.2,31.15,95.42,10,4.8
2015,7,18,23,48,9.3,30.45,79.17,6,4.2
2015,7,19,1,26,16.7,36.66,71.48,229,4.6
2015,7,20,15,28,48.7,30.47,94.4,52,4.7
2015,7,21,1,26,59.4,18.96,97.21,10,5.2
2015,7,21,8,21,41.5,24.4,93.69,53,3.7
2015,7,21,15,10,22.1,30.5,94.32,33,4.4
2015,7,22,16,29,55.2,27.64,85.08,21,3.3
2015,7,22,22,0,43.5,30.34,94.01,38,4.4
2015,7,23,6,4,13.5,15.81,73.9,10,3.1
2015,7,23,14,36,6,21.35,80.11,10,4
2015,7,24,20,59,49.4,33.96,72.25,58,5.5
2015,7,24,21,30,10.6,33.7,72.64,33,3.7
2015,7,25,16,38,43.4,35.57,69.34,77,4.4
2015,7,25,19,24,8.3,36.1,70.55,100,3.8
2015,7,26,10,4,8.5,36.8,71.34,100,4.8
2015,7,26,16,59,8.1,30.04,80.7,10,3.6
2015,7,26,18,9,13.6,36.41,70.88,100,3.9
2015,7,27,7,33,41.7,27.47,91.08,16,4
2015,7,28,9,40,47.7,30.62,94.81,33,4.4
2015,7,31,3,18,17.5,30.59,94.46,10,4.7
2015,8,1,12,14,28.6,28.57,87.58,39,4.2
2015,8,2,5,58,0,30.74,94.99,40,4.6
2015,8,3,0,55,20.2,30.74,94.57,10,4
2015,8,3,20,47,48,11.7,92.3,30,4.7
2015,8,4,2,10,28.2,37.33,71.64,120,4.3
2015,8,4,16,44,35,36.65,70.99,150,5.3
2015,8,4,22,18,25.1,34.67,70.27,50,4.1
2015,8,5,19,15,57.7,30.19,80.51,10,4.3
2015,8,5,21,4,13,36.85,82.14,10,5
2015,8,6,12,34,15.1,30.17,93.69,33,4.6
2015,8,6,21,43,41,30.16,79.37,10,3.1
2015,8,7,1,54,20.2,36.47,69.86,200,5.2
2015,8,7,13,52,33.2,31.19,95.59,89,4.6
2015,8,7,22,0,8.6,36.23,70.05,60,4.3
2015,8,9,22,30,28.7,27.98,84.64,10,3.9
2015,8,10,5,41,10.8,36.46,69.66,200,4.4
2015,8,10,10,5,30,36.1,71.38,239,6.3
2015,8,10,17,5,20.2,17.81,95.71,10,5.1
2015,8,11,19,12,58.5,31.32,94.76,10,4.5
2015,8,12,2,44,50.9,24.63,94.81,15,4
2015,8,13,2,0,11.3,31.88,95.27,40,4.1
2015,8,13,14,56,7.8,30.56,96.35,30,3.7
2015,8,13,15,51,49.9,30,96.26,334,3.5
2015,8,14,13,2,33,26.73,86.12,10,3.6
2015,8,14,13,48,26.2,34.82,72.61,15,4.4
2015,8,15,5,42,21.7,27.33,88.01,10,4
2015,8,15,11,45,43.2,23.12,97.11,30,3.7
2015,8,15,18,11,38.7,27.57,86.03,10,4.5
2015,8,16,8,24,6.5,17.24,95.19,10,4
2015,8,16,10,53,16.1,36.06,70.5,70,3.7
2015,8,16,21,35,27.2,13.74,92.53,10,5
2015,8,17,2,24,5.5,37.43,68.75,19,4.2
2015,8,17,22,23,57.7,27.7,85.97,10,4.1
2015,8,18,0,23,42.2,35.35,71.18,70,3.8
2015,8,19,19,18,14.8,31.5,76.99,10,3.7
2015,8,19,20,50,4.5,36.94,70.54,30,4
2015,8,20,19,21,14.6,25.71,89.5,18,4.1
2015,8,21,11,12,30.2,35.4,70.6,98,4.4
2015,8,22,1,48,56.2,36.93,71.67,175,4.5
2015,8,23,9,2,4.9,27.73,86.07,10,4.7
2015,8,24,6,53,37.7,28.61,86.92,10,4
2015,8,25,10,17,4.8,17.17,73.78,5,3.9
2015,8,26,1,56,51.9,18.7,84.39,10,4.4
2015,8,26,13,18,26.2,36.76,71.21,150,4
2015,8,26,14,48,7,37.21,71.57,120,4.2
2015,8,26,18,5,8.1,29.65,95.54,10,4.4
2015,8,27,12,51,12.6,36.69,71.07,230,4.2
2015,8,27,13,1,48.4,35.88,69.47,70,4
2015,8,28,19,22,0.8,25.75,89.6,10,4.1
2015,8,29,2,5,15.8,13.83,92.84,18,4
2015,8,29,16,31,12.6,24.8,95.31,117,4.3
2015,8,30,13,17,35.4,27.57,85.59,10,4.2
2015,8,31,0,27,48.4,35.73,78.39,80,4
2015,9,1,9,10,52.5,28.24,87.16,15,3.9
2015,9,1,19,17,5.3,36.53,71.17,214,4.9
2015,9,1,23,6,39.9,27.51,86.15,10,4
2015,9,3,7,59,24.7,30,79.65,6,3.5
2015,9,3,17,57,52.7,27.61,75.68,10,4.3
2015,9,4,11,49,49.9,36.7,70.56,80,5
2015,9,4,20,45,53.7,37.57,71.36,70,4.1
2015,9,5,4,15,20.7,36.28,69.82,200,4.1
2015,9,5,5,39,1,26.23,92.8,17,4
2015,9,6,3,21,40.5,35.83,78.21,194,4.1
2015,9,6,12,23,15.1,26.19,92.79,38,3.5
2015,9,7,10,13,35,23.22,93.55,86,3.2
2015,9,7,10,21,29.7,36.76,71.04,150,4.5
2015,9,7,12,55,45,28.21,87.74,85,3.6
2015,9,7,17,50,57.9,36.74,70.75,218,4.4
2015,9,7,23,38,6,36.55,71.36,70,4
2015,9,8,21,21,39.5,36.84,71.87,227,4.2
2015,9,9,21,3,21.2,36.01,70.37,82,5.5
2015,9,10,15,25,46.7,37.43,71.4,124,4.1
2015,9,11,12,54,5.9,29.8,80.55,5,3.1
2015,9,13,9,45,22,28.58,76.26,10,3.3
2015,9,15,22,38,30.7,35.67,78.83,10,4.6
2015,9,16,11,10,13.3,35.31,78.97,33,4.8
2015,9,16,14,52,16.2,28.08,86.28,10,3.5
2015,9,17,14,50,8,37.92,78.81,33,4.2
2015,9,17,18,34,17.7,24.64,94.57,80,4.7
2015,9,18,20,25,20.1,23.9,93.95,73,3.3
2015,9,18,21,16,44.2,23.25,93.72,102,3.7
2015,9,19,1,1,15.1,7.6,94.44,33,4.7
2015,9,20,14,30,18,37.05,71.58,200,3.9
2015,9,22,6,32,47.5,27.65,85.03,10,4.1
2015,9,22,13,19,24.2,23.09,94.36,115,4.6
2015,9,23,3,33,18.7,37.01,70.98,100,4.7
2015,9,23,4,51,33.5,13.2,92.5,39,4.1
2015,9,24,6,12,29.7,36.57,71.16,250,4
2015,9,24,14,50,48.9,37.38,71.81,150,4
2015,9,24,16,50,36,38,78.96,33,4.5
2015,9,24,18,25,39,37.29,71.76,190,3.7
2015,9,25,5,6,13.1,36.48,70.75,90,4.6
2015,9,25,16,57,40.5,26.52,91.72,33,4.1
2015,9,25,20,28,38.7,23.09,94.46,33,4
2015,9,26,16,54,13.3,24.42,94.67,100,4
2015,9,27,1,13,29.6,36.25,70.98,120,3.8
2015,9,27,2,24,51.7,28.48,69.32,10,3.8
2015,9,27,14,31,25.2,37.27,72.36,271,4.5
2015,9,27,18,2,17.7,7.26,92.31,49,3.2
2015,9,27,22,54,52.9,7.33,92.38,15,3.3
2015,9,29,1,59,39,21.07,94.11,90,3.7
2015,9,29,9,27,14.6,29.82,80.56,10,4.6
2015,9,29,10,54,43.7,27.81,85.82,10,4.1
2015,9,29,16,33,26.6,30.64,69.58,10,4.3
2015,9,29,19,5,15.6,10.02,93.97,99,3.4
2015,9,30,11,27,22,36.45,71.53,373,4.7
2015,10,2,11,29,20.7,22.27,93.36,40,4.6
2015,10,2,16,20,14.1,36.72,71.08,220,4.6
2015,10,3,23,17,15,36.23,71.64,100,3.8
2015,10,4,21,39,24.6,35.98,70.73,261,4.6
2015,10,5,7,33,23.7,27.56,86.09,10,4.2
2015,10,5,7,36,26.7,27.31,85.93,10,3.9
2015,10,5,16,18,5.9,31.55,86.52,10,3.7
2015,10,6,4,17,34.5,28.87,76.68,13,3
2015,10,6,12,2,39.7,27.92,86,10,3.5
2015,10,6,23,30,29.1,27.6,86.05,10,3.7
2015,10,7,4,58,19.5,28.79,85.11,10,3.3
2015,10,7,8,1,56.7,36.8,70.82,320,4.8
2015,10,8,1,4,19,31.49,77.05,10,3.6
2015,10,9,1,1,27.2,28.57,86.32,10,3.7
2015,10,9,1,7,30.7,37.85,79.21,10,3.9
2015,10,9,6,9,32.5,36.38,70.02,200,4.8
2015,10,9,20,10,13.8,28.62,77.18,5,3.3
2015,10,9,20,30,1,28.57,86.27,10,4.6
2015,10,10,1,48,45.4,27.23,88.65,13,3.9
2015,10,10,23,54,31.2,24.26,96.29,40,4.4
2015,10,11,8,34,53.4,24.86,94.16,20,4.2
2015,10,12,11,32,36.2,35.74,69.75,110,4
2015,10,12,15,39,9,28.95,86.28,10,3.8
2015,10,13,15,40,5,36.7,70.4,165,4.9
2015,10,16,11,43,42.2,35.81,69.9,120,4.3
2015,10,17,6,29,40.2,24.75,94.4,38,4.3
2015,10,18,6,44,50.7,36.42,70.57,150,4.3
2015,10,19,0,4,40.7,29.67,80.42,5,3.3
2015,10,20,3,46,2.2,36.15,70.51,214,3.9
2015,10,20,17,54,12.6,37.49,71.94,108,4.3
2015,10,21,23,37,16.7,36.01,69.23,100,3.9
2015,10,22,7,10,46,31.6,95.44,585,4
2015,10,23,0,27,37.4,29.58,70.06,10,5.5
2015,10,23,0,36,54.7,29.27,70.44,10,4.5
2015,10,23,1,6,29.5,29.49,70.36,30,4
2015,10,23,1,24,25.2,29.55,70.05,10,3.8
2015,10,23,1,31,22.2,29.53,70.07,10,3.7
2015,10,23,1,43,59,29.66,69.75,10,3.7
2015,10,23,4,42,56.2,29.6,70.23,5,4
2015,10,23,4,50,40.2,29.62,70.24,5,3.5
2015,10,23,18,19,5.5,36.25,78.15,100,4.6
2015,10,24,4,35,3,30.13,80.33,20,3.8
2015,10,26,9,9,23.7,36.84,70.29,145,7.7
2015,10,26,9,49,29.2,36.58,70.11,10,5.2
2015,10,26,10,30,31.7,36.22,70.57,200,4.2
2015,10,26,10,37,2.5,36.36,70.04,200,4.2
2015,10,26,11,14,43.5,35.4,69.54,200,4
2015,10,26,12,50,51,36.56,69.86,200,4.5
2015,10,26,13,18,46.4,36.44,70,200,4.4
2015,10,26,13,41,49.2,35.99,69.9,100,3.8
2015,10,26,15,39,5,36.64,70.01,100,3.9
2015,10,26,15,47,21.6,36.42,69.61,100,4
2015,10,26,23,35,15.1,36.53,69.96,200,4
2015,10,27,0,1,32.5,36.53,69.98,200,3.8
2015,10,27,0,17,11.1,35.96,70.02,200,3.7
2015,10,27,0,27,24.1,36.29,70.13,150,3.8
2015,10,27,0,44,32,36.1,69.84,150,4
2015,10,27,1,17,47.7,36.11,70,200,4.3
2015,10,27,13,14,3.2,36.39,70.07,200,4.9
2015,10,27,13,50,48,24.56,94.94,20,4.4
2015,10,27,15,30,37.2,36.69,69.91,200,3.8
2015,10,27,17,55,43.9,36.42,70.05,200,4.4
2015,10,28,0,4,2,36.72,70.61,300,4.1
2015,10,28,10,4,15.1,36.07,70.12,200,4
2015,10,28,10,12,48.9,36.21,70.64,200,4.3
2015,10,28,14,16,29,36.48,70.14,200,4.5
2015,10,28,15,29,35.9,36.59,70,200,4.2
2015,10,28,22,50,36.2,36.11,69.92,200,4.1
2015,10,28,23,26,22.2,36.61,70.31,200,4.2
2015,10,28,23,54,46.2,24.17,93.12,10,4.1
2015,10,29,17,11,26.6,35.47,70.77,17,3.9
2015,10,29,22,15,52,24.58,92.39,10,5.1
2015,10,30,4,39,54,36.58,68.95,10,4
2015,10,30,23,33,41.4,36.7,70.48,200,4
2015,10,31,5,16,48.2,25.76,92.18,10,3.2
2015,10,31,20,52,10.5,36.74,70.31,150,4.3
2015,11,1,12,50,3.9,36.56,70.58,316,4.9
2015,11,2,13,40,30.5,32.09,69.12,33,5.1
2015,11,2,17,2,56.5,32.2,68.79,33,4.6
2015,11,2,17,34,57.4,28.83,76.69,10,3.2
2015,11,2,20,39,45.5,20.43,73,18,3
2015,11,5,0,12,15.8,36.83,70.24,199,4.3
2015,11,5,16,27,45.9,31.7,74.32,24,3.5
2015,11,6,14,11,56.5,36.56,70.36,200,3.8
2015,11,7,9,29,30.1,23.64,94.42,132,3.9
2015,11,8,10,41,54.2,6.35,95.02,7,5.2
2015,11,8,10,53,27.2,6.61,95.2,20,4.8
2015,11,8,11,54,41.2,7.12,94.52,10,4.7
2015,11,8,13,23,59,6.95,94.36,10,5
2015,11,8,14,34,1,6.34,94.9,10,5.1
2015,11,8,15,37,31.1,36.32,70.1,200,4
2015,11,8,16,47,2.2,6.57,94.81,35,5.8
2015,11,8,16,59,22.2,6.93,94.61,10,5
2015,11,8,17,46,49.7,6.43,94.25,10,4.7
2015,11,8,18,48,50.5,6.94,94.41,10,4.8
2015,11,8,19,14,42.5,6.34,94.76,10,5
2015,11,9,6,12,11.1,6.23,94.84,10,5
2015,11,9,8,12,48.7,6.66,94.67,10,5.5
2015,11,9,13,58,41,36.77,71.09,180,4.6
2015,11,13,1,56,22,24.61,94.53,101,3.6
2015,11,13,7,44,23.6,29.82,80.66,10,3.2
2015,11,14,16,53,31.2,6.73,94.51,10,5.1
2015,11,15,9,19,7,13.54,93.49,29,3.5
2015,11,15,15,47,45.2,36.47,70.13,265,4.9
2015,11,15,23,24,39.7,24.72,94.73,92,4.3
2015,11,16,5,10,8.8,36.34,70.36,130,3.6
2015,11,17,9,17,5.3,36.51,71.7,362,4.5
2015,11,17,21,4,46.5,37.15,71.74,100,4.6
2015,11,17,22,15,28.2,31.98,95.15,10,4.1
2015,11,18,0,59,5,36.61,70.18,200,4.6
2015,11,18,8,25,38.2,29.73,80.72,6,3.5
2015,11,19,4,15,53,27.68,85.6,10,4.9
2015,11,19,13,37,56.2,32.68,76.36,10,3.7
2015,11,19,23,28,15.6,37.32,71.53,150,4.5
2015,11,22,18,16,8.1,36.11,71.47,119,5.8
2015,11,23,4,27,15.3,36.98,71.27,200,4.1
2015,11,23,15,39,43.5,36.59,71.68,100,4.2
2015,11,24,12,24,15.3,27.92,84.78,10,4.1
2015,11,25,5,2,5.5,29.61,90.02,142,4.6
2015,11,25,16,15,10,26.42,92.97,36,4.7
2015,11,26,12,57,4.5,36.42,71.59,76,4.3
2015,11,27,8,34,0.8,22.39,94.38,10,5.3
2015,11,27,11,40,34.7,34.97,73.89,10,5
2015,11,27,18,58,55,10.69,91.49,11,4.5
2015,11,28,18,32,53.2,12.55,93.84,34,3.6
2015,11,29,2,47,38.7,30.62,79.68,14,4
2015,11,30,16,27,20.7,36.6,71.46,125,3.8
2015,12,1,1,10,28.2,34.94,69.72,80,3.8
2015,12,2,10,2,9.3,36.26,68.64,100,4.4
2015,12,5,23,13,34,18.62,71.49,10,4.3
2015,12,6,3,57,32.2,36.28,69.82,296,4.5
2015,12,6,12,35,17.7,28.8,76.87,5,3.4
2015,12,6,16,6,37,37.46,72.17,50,4.2
2015,12,7,9,13,31,36.17,70.27,120,4.8
2015,12,7,14,27,26.1,37.97,72.75,10,4.3
2015,12,8,9,28,52.5,37.87,71.14,10,4.5
2015,12,10,8,43,22.5,36.58,70.08,200,4.3
2015,12,11,0,7,38.7,35.7,70.07,200,4.5
2015,12,11,5,37,44.7,29,77.01,10,3.1
2015,12,11,22,9,35.2,29.91,95.69,10,4
2015,12,13,11,17,26.2,24.6,95.39,109,4.2
2015,12,13,18,24,27.1,26.37,93.33,30,3.6
2015,12,14,13,45,38.7,36.18,70.84,200,4.2
2015,12,15,0,33,46,27.28,97.04,17,3.4
2015,12,15,2,35,15.6,24.17,86.56,10,4.2
2015,12,15,9,34,54,36.75,71.28,170,4.4
2015,12,16,4,48,17.5,12.71,93.63,70,4.2
2015,12,16,13,24,46.7,34.41,82.59,10,4.3
2015,12,17,3,4,40.2,9.07,93.58,50,4
2015,12,18,22,17,0.1,29.17,81.42,13,5.1
2015,12,21,23,52,31,25.01,90.43,10,3.8
2015,12,23,9,22,5.8,26.28,93.07,35,4.2
2015,12,23,13,27,10.1,25.68,94.92,30,4.2
2015,12,24,7,47,5.3,37.68,71.79,10,4
2015,12,24,20,1,24.1,26.25,90.91,20,3
2015,12,25,19,14,45,36.44,71,184,6.8
2015,12,26,4,48,43.4,29.25,81.52,10,3.7
2015,12,27,11,34,24.7,7.65,91.46,60,4.5
2015,12,28,3,31,13.1,36.35,69.76,200,4.2
2015,12,28,4,53,50,35.67,70.64,50,3.9
2015,12,29,0,6,56,35.54,72.83,50,4.6
2015,12,29,0,6,46.7,27.2,92.91,10,3.7
2015,12,29,7,14,57.7,36.51,70.62,200,4.9
2015,12,29,15,50,20.2,30.23,79.59,10,3.3
2015,12,29,18,26,12.3,17.38,73.64,5,4.1
2015,12,30,17,24,57,24.94,91.57,10,3.7
2015,12,31,3,23,37.5,8.19,94.04,40,4.2
2016,1,1,6,54,40.2,29.84,80.37,10,3.3
2016,1,1,11,16,43.7,36.46,70.12,166,4.8
2016,1,2,8,37,16.7,36.66,70.62,149,5.5
2016,1,3,23,5,22.7,25.02,93.38,72,6.6
2016,1,4,2,27,57.7,12.35,93.63,59,4.1
2016,1,4,3,57,48.5,25.33,93.18,3,3.2
2016,1,4,9,0,0.8,24.8,93.48,77,3.6
2016,1,6,10,25,13.6,25,93.37,68,4.1
2016,1,7,13,42,51.7,27.9,92.91,7,3.8
2016,1,7,15,32,42.9,36.49,70.55,200,4.1
2016,1,8,9,7,5,36.64,70.79,175,5.2
2016,1,9,5,50,29.7,36.71,70.93,170,4
2016,1,9,17,43,56.4,27.66,85.61,10,3.7
2016,1,9,23,45,0.6,35.98,69.04,100,3.8
2016,1,11,12,42,56.7,37.08,71.1,80,3.7
2016,1,12,20,5,0.5,36.21,70.9,223,5.9
2016,1,13,14,19,24.7,36.58,71.21,94,4.3
2016,1,13,20,34,57.2,32.78,91.38,10,4.9
2016,1,14,0,3,56.7,29.64,88.18,10,3.5
2016,1,14,18,45,52.5,36.34,70.06,235,3.8
2016,1,14,22,45,58.9,36.17,71.02,169,3.5
2016,1,14,23,21,44.9,36.11,70.29,33,3.5
2016,1,15,0,25,23.1,24.88,92.39,24,3.3
2016,1,15,19,24,50.2,11.52,92.79,59,4.5
2016,1,16,17,11,47.7,36.49,69.94,171,4.8
2016,1,16,20,43,39.4,36.6,69.22,33,4.6
2016,1,17,19,46,43.2,37.01,70.94,92,5.1
2016,1,18,0,50,31.7,37.46,72.13,243,4.4
2016,1,18,0,52,51,26.37,93.08,10,3.2
2016,1,18,6,4,55.2,24.26,94.56,115,4.4
2016,1,21,19,22,44.4,27.97,85.01,10,4.4
2016,1,22,12,56,27.5,35.94,70.08,128,4.6
2016,1,23,4,54,6.5,36.71,71.21,82,5.1
2016,1,24,6,5,51.9,36.5,70.21,166,4.8
2016,1,24,17,9,26.7,26.93,92.24,10,3.3
2016,1,26,2,24,23.2,36.31,70.86,194,3.9
2016,1,26,8,45,9,36.15,70.13,252,4.2
2016,1,26,9,16,54.7,36.91,71.25,279,3.6
2016,1,26,14,59,50.7,36.95,70.53,150,4.1
2016,1,26,16,57,35,29.7,88.23,34,3.5
2016,1,26,23,19,0.8,37.1,69.48,248,5.7
2016,1,27,22,9,56.2,13.77,93.78,89,4.2
2016,1,28,9,36,3.7,29.73,88.14,10,3.6
2016,1,28,11,52,54.2,36.76,71.39,226,4.2
2016,1,28,22,47,10.1,27.12,75.4,10,3.7
2016,1,30,0,29,22.6,36.44,70.28,269,3.8
2016,1,30,9,39,23.2,28.72,76.49,10,3.1
2016,1,31,4,18,27.5,29.64,84.31,10,3.6
2016,1,31,4,39,51.7,29.59,84.23,10,3.4
2016,2,1,19,48,36.5,23.89,93.81,20,3.7
2016,2,1,23,49,31.6,26.51,93.29,33,3.6
2016,2,4,7,10,30.5,32.69,75.88,5,4.3
2016,2,4,15,30,46.4,13.96,93.12,10,4.6
2016,2,5,16,20,13.1,27.76,85.37,20,4.7
2016,2,8,0,33,5.3,36.8,70.78,100,4.7
2016,2,8,1,15,32.2,36.34,70.87,150,4.8
2016,2,8,11,5,56.5,25.04,94.86,94,4
2016,2,9,2,29,1.2,31.52,86.58,30,4.3
2016,2,9,15,13,47.7,32.87,76.21,10,4.1
2016,2,10,16,27,43.4,27.62,85.64,20,3.7
2016,2,10,19,15,20.7,36.08,70.78,200,4.4
2016,2,10,21,33,8.6,36.34,71.05,100,4.1
2016,2,10,22,45,31.5,25.68,91.92,5,3.1
2016,2,13,19,40,16.6,36.72,71.32,150,5
2016,2,13,20,50,23,36.73,71.07,200,3.8
2016,2,13,21,37,53.5,27.22,89.34,20,3.7
2016,2,14,19,57,15.5,30.05,70.12,20,4
2016,2,15,16,35,28,30.32,79.88,10,3.6
2016,2,16,23,6,57,26.24,93.43,12,4.2
2016,2,17,17,34,12.1,6.36,94.99,10,4.9
2016,2,18,6,5,58.7,36.94,70.2,200,4.6
2016,2,20,0,57,53,31.72,69.78,10,4.1
2016,2,20,12,56,37.5,37.93,73.72,200,4.8
2016,2,20,18,43,42.5,36.57,70.2,200,4.4
2016,2,21,3,39,37.4,7.09,92.66,50,4.7
2016,2,21,7,50,56.4,30.92,78.28,5,3.3
2016,2,21,9,12,5.5,36.34,70.61,180,6
2016,2,21,16,32,7.3,36.2,78.29,50,4.6
2016,2,21,18,9,56.5,28.29,84.22,30,4.7
2016,2,22,18,21,7,8.32,91.78,10,5
2016,2,23,0,33,30.7,32.53,95.31,10,4.6
2016,2,24,2,6,52.9,24.84,72.19,10,3.3
2016,2,24,7,6,52.5,36.6,70.16,200,4.5
2016,2,24,8,29,28.7,35.99,71.2,100,4
2016,2,24,9,22,18.2,27.51,85.57,10,4.5
2016,2,27,0,31,0.6,13.17,94.05,100,4.9
2016,2,28,23,11,8.6,11.1,94.1,50,4.4
2016,3,1,7,33,36.7,36.08,68.13,33,4.4
2016,3,2,4,3,50.7,26.73,95.31,11,3.9
2016,3,2,6,35,9.3,29.7,69.62,10,4.6
2016,3,3,14,52,47.5,33.62,81.71,10,3.9
2016,3,4,22,55,43.5,35.6,70.02,90,3.8
2016,3,6,0,50,20.2,24.47,92.84,31,3.7
2016,3,6,0,49,2.4,30.98,68.93,10,3.3
2016,3,6,2,46,1.6,36.72,71.76,100,4.2
2016,3,6,8,51,16.2,24.47,92.93,25,3.6
2016,3,7,3,13,59.9,20.9,94.89,104,4.5
2016,3,7,8,5,16.6,29.87,82.15,10,3.7
2016,3,7,12,22,59.7,22.82,93.82,13,4.4
2016,3,8,9,55,10.3,9.38,93.03,15,4.5
2016,3,8,18,35,4.4,37.31,71.8,83,4.2
2016,3,9,1,22,8.1,36.73,69.96,150,4.1
2016,3,10,9,46,59,25.63,91.88,9,3.1
2016,3,10,9,50,32.5,25.64,91.9,5,3
2016,3,10,11,55,51.5,35.1,72.88,38,3.3
2016,3,10,15,2,10.5,22.8,94.11,33,3.6
2016,3,11,14,44,30.2,36.35,84.25,10,4.3
2016,3,12,2,1,24.7,36.34,70.06,256,3.7
2016,3,12,9,39,33.7,10.72,91.84,33,3.5
2016,3,12,13,51,58,36.86,69.95,225,4.6
2016,3,12,16,15,13,26.85,89.13,10,4
2016,3,13,5,15,35.7,27.74,84.84,10,3.9
2016,3,13,10,30,9.6,26.27,92.4,34,4
2016,3,13,15,4,36,10.54,94.16,115,3.7
2016,3,14,21,27,34.2,27.79,85.63,10,3.8
2016,3,15,4,28,28,30.44,97.79,33,4.1
2016,3,17,16,46,55.4,34.78,78.46,33,4.1
2016,3,17,23,46,38.9,36.53,71.41,307,3.6
2016,3,18,3,37,38.4,25.81,73.21,7,3.6
2016,3,19,0,11,24.6,36.79,70.78,156,3.8
2016,3,20,0,18,58.5,36.38,70.44,225,4.3
2016,3,20,16,54,9.6,30.58,93.31,10,4.8
2016,3,20,18,22,49.4,36.46,71.71,383,4.3
2016,3,21,2,19,40.7,25.25,92.49,22,3.1
2016,3,22,11,48,46.2,26.3,96.39,7,4
2016,3,22,20,14,52.4,36.41,71.18,182,3.9
2016,3,23,10,49,55.7,24.54,96.46,13,4
2016,3,23,21,23,36,36.86,71.13,100,4
2016,3,24,6,17,12.8,24.91,93.95,33,3.2
2016,3,24,9,10,53,35.45,71.56,33,3.9
2016,3,24,17,26,11.1,27.83,88.1,68,3.6
2016,3,25,19,3,56,36.44,70.67,166,4.1
2016,3,25,20,27,33.5,36.43,70.61,179,3.6
2016,3,26,18,39,27.7,36.73,70.27,241,4
2016,3,27,8,11,36,36.9,70.51,158,4.6
2016,3,28,15,42,48.2,24.68,93.04,9,3.4
2016,3,28,18,40,7.5,26.04,90.75,15,4
2016,3,30,2,4,10.6,32.53,76.11,10,3.4
2016,3,30,12,26,43.2,27.85,85.65,8,3.9
2016,4,1,8,12,37.4,36.38,70.27,200,4.2
2016,4,3,10,58,33.5,23.86,94.15,40,4.1
2016,4,3,20,31,34.4,24.18,94.54,120,3.8
2016,4,4,4,31,27.6,27.62,86.06,10,4
2016,4,4,11,12,53,36.75,70.39,100,3.9
2016,4,5,7,42,24.7,25.83,90.53,10,4.9
